SORBI_3010G000900	GO:0005634
SORBI_3010G000900	GO:0005737
SORBI_3010G000900	GO:0004842
SORBI_3010G000900	GO:0070696
SORBI_3010G000900	GO:0016567
SORBI_3010G000900	GO:0005515
SORBI_3010G002201	GO:0055114
SORBI_3010G002201	GO:0098869
SORBI_3010G002201	GO:0004601
SORBI_3010G002201	GO:0020037
SORBI_3010G002201	GO:0006979
SORBI_3010G002400	GO:0016021
SORBI_3010G002400	GO:0016603
SORBI_3010G002400	GO:0017186
SORBI_3010G002400	GO:0016020
SORBI_3010G002400	GO:0005886
SORBI_3010G003100	GO:0016722
SORBI_3010G003100	GO:0005507
SORBI_3010G003100	GO:0016491
SORBI_3010G003100	GO:0055114
SORBI_3010G003100	GO:0005886
SORBI_3010G003100	GO:0046658
SORBI_3010G003100	GO:0006826
SORBI_3010G003100	GO:0004322
SORBI_3010G003100	GO:0055072
SORBI_3010G003200	GO:0007165
SORBI_3010G003200	GO:0043547
SORBI_3010G003200	GO:0005096
SORBI_3010G004600	GO:0000398
SORBI_3010G004600	GO:0005681
SORBI_3010G004600	GO:0003723
SORBI_3010G004600	GO:0045292
SORBI_3010G004600	GO:0071013
SORBI_3010G004800	GO:0016021
SORBI_3010G004800	GO:0007165
SORBI_3010G004800	GO:0016020
SORBI_3010G004800	GO:0016020
SORBI_3010G004800	GO:0005515
SORBI_3010G006400	GO:0061630
SORBI_3010G006400	GO:0016567
SORBI_3010G006700	GO:0016020
SORBI_3010G006700	GO:0016021
SORBI_3010G006700	GO:0022857
SORBI_3010G006700	GO:0055085
SORBI_3010G006700	GO:0005886
SORBI_3010G006800	GO:0016021
SORBI_3010G006800	GO:0006810
SORBI_3010G006800	GO:0005886
SORBI_3010G006800	GO:0022857
SORBI_3010G006800	GO:0016020
SORBI_3010G006800	GO:0022857
SORBI_3010G006800	GO:0055085
SORBI_3010G007300	GO:0005886
SORBI_3010G007300	GO:0005829
SORBI_3010G007300	GO:0050308
SORBI_3010G007300	GO:0016787
SORBI_3010G007400	GO:0005634
SORBI_3010G007400	GO:0005737
SORBI_3010G007400	GO:0051603
SORBI_3010G007400	GO:0004298
SORBI_3010G007400	GO:0005839
SORBI_3010G007400	GO:0016787
SORBI_3010G007400	GO:0008233
SORBI_3010G007400	GO:0006508
SORBI_3010G007400	GO:0004175
SORBI_3010G007400	GO:0000502
SORBI_3010G007400	GO:0005634
SORBI_3010G007400	GO:0005737
SORBI_3010G007400	GO:0004175
SORBI_3010G007400	GO:0010498
SORBI_3010G007400	GO:0010499
SORBI_3010G007400	GO:0043161
SORBI_3010G007400	GO:0005839
SORBI_3010G008100	GO:0003723
SORBI_3010G008100	GO:0003676
SORBI_3010G008600	GO:0016021
SORBI_3010G008600	GO:0005794
SORBI_3010G008600	GO:0071555
SORBI_3010G008600	GO:0071669
SORBI_3010G008600	GO:0016760
SORBI_3010G008600	GO:0051753
SORBI_3010G008600	GO:0030244
SORBI_3010G008600	GO:0016020
SORBI_3010G008600	GO:0016740
SORBI_3010G008600	GO:0016757
SORBI_3010G008600	GO:0097502
SORBI_3010G008600	GO:0005886
