0.0	0.594575	0.350515	0.392369	0.609296	0.391921	0.637063	0.638194	0.461434	0.439649	0.431849	0.427898	0.397177	0.649084	0.642908	0.596336	0.602911	0.38078	0.385798	0.644366	0.106401	0.62069	0.331633	0.322392	0.47619	0.602296	0.480978	0.386232	0.60353	0.626319	0.624254	0.600707	0.612156	0.625088	0.625088	0.634111	0.407957	0.462923	0.362319	0.48	0.429344	0.500714	0.466182	0.450966	0.610619	0.631654	0.625879	0.623263	0.62482	0.454228	0.425218	0.632082	0.635974	0.592186	0.597005	0.385328	0.415891	0.427279	0.40852	0.286149	0.372549	0.423898	0.425863
0.594575	0.0	0.403077	0.349229	0.716732	0.373155	0.696507	0.707122	0.476648	0.435811	0.428958	0.457498	0.408441	0.667411	0.725564	0.571429	0.62069	0.362724	0.334515	0.68968	0.0953566	0.678623	0.330161	0.323789	0.460446	0.662913	0.469194	0.345827	0.627682	0.613604	0.636059	0.680328	0.623719	0.619182	0.616901	0.702517	0.414568	0.513473	0.425361	0.461375	0.434219	0.567466	0.534813	0.421361	0.621178	0.62571	0.662094	0.62069	0.659511	0.489928	0.450617	0.624147	0.682891	0.658065	0.588035	0.394092	0.444934	0.435302	0.377488	0.270802	0.351546	0.386221	0.411448
0.350515	0.403077	0.0	0.28825	0.443645	0.51462	0.392213	0.389166	0.33792	0.367962	0.367412	0.356349	0.369155	0.397874	0.417352	0.355897	0.373016	0.324801	0.274055	0.396952	0.149813	0.439169	0.303588	0.296673	0.335357	0.353793	0.337868	0.279149	0.398281	0.376539	0.425279	0.364974	0.395242	0.378909	0.375907	0.381599	0.373159	0.441778	0.355665	0.336013	0.347036	0.453998	0.403846	0.351138	0.382697	0.359971	0.377263	0.376712	0.412577	0.389027	0.370903	0.36715	0.409738	0.345288	0.353846	0.324418	0.417722	0.378992	0.493494	0.179724	0.268209	0.493433	0.372168
0.392369	0.349229	0.28825	0.0	0.363376	0.445804	0.344143	0.348026	0.397281	0.391006	0.411215	0.371494	0.386364	0.346981	0.350711	0.41875	0.376632	0.517536	0.550441	0.361802	0.148481	0.412742	0.464286	0.457808	0.424196	0.382708	0.426392	0.563902	0.408373	0.359375	0.478591	0.398426	0.358357	0.358747	0.355058	0.350105	0.376161	0.350588	0.279029	0.431357	0.417125	0.326667	0.331772	0.376047	0.328136	0.363263	0.349057	0.339649	0.351427	0.366512	0.356502	0.391043	0.342818	0.388276	0.384092	0.554183	0.354996	0.422386	0.438079	0.42268	0.558185	0.429054	0.382602
0.609296	0.716732	0.443645	0.363376	0.0	0.375977	0.689554	0.703947	0.429913	0.405604	0.405369	0.424387	0.382075	0.686646	0.751538	0.563551	0.630978	0.37345	0.355378	0.681487	0.108936	0.685051	0.357736	0.350227	0.435657	0.620594	0.442359	0.357091	0.634454	0.634216	0.657319	0.593305	0.669196	0.637671	0.632975	0.686215	0.384409	0.514739	0.439803	0.467337	0.403769	0.592166	0.541085	0.449548	0.597037	0.652838	0.704478	0.605128	0.713405	0.46121	0.41498	0.653604	0.726926	0.65704	0.614206	0.383117	0.473923	0.418654	0.362329	0.25434	0.353198	0.36609	0.387183
0.391921	0.373155	0.51462	0.445804	0.375977	0.0	0.348822	0.349124	0.431835	0.465245	0.4689	0.411358	0.479441	0.363071	0.349101	0.432619	0.390561	0.458855	0.417399	0.375502	0.171683	0.433518	0.39495	0.38733	0.43508	0.383344	0.437216	0.441306	0.414402	0.370445	0.45607	0.412811	0.367018	0.368919	0.367072	0.364395	0.452209	0.425549	0.275191	0.441673	0.463687	0.362004	0.330268	0.442241	0.348442	0.380041	0.37112	0.367419	0.368494	0.421468	0.413793	0.415828	0.358542	0.389796	0.397835	0.368118	0.431703	0.472153	0.679884	0.340304	0.4375	0.694882	0.473769
0.637063	0.696507	0.392213	0.344143	0.689554	0.348822	0.0	0.977456	0.453316	0.420751	0.423348	0.474385	0.398458	0.705156	0.743106	0.597132	0.7202	0.33956	0.324019	0.739628	0.103555	0.626995	0.326897	0.319972	0.454137	0.726066	0.469032	0.330245	0.664861	0.72	0.619835	0.632343	0.647768	0.721347	0.720115	0.735163	0.397953	0.482591	0.41899	0.443114	0.4164	0.538139	0.543462	0.378615	0.663749	0.743814	0.845977	0.681917	0.736142	0.507266	0.438188	0.73986	0.81673	0.716312	0.674435	0.436006	0.412526	0.40484	0.370058	0.247034	0.326435	0.374591	0.400509
0.638194	0.707122	0.389166	0.348026	0.703947	0.349124	0.977456	0.0	0.460205	0.424953	0.426658	0.475561	0.401917	0.707071	0.746032	0.606771	0.730577	0.344393	0.328042	0.748751	0.10466	0.634615	0.331962	0.325086	0.455414	0.728978	0.472097	0.333333	0.67478	0.72792	0.625079	0.642512	0.653493	0.73176	0.726819	0.740768	0.402292	0.484786	0.427177	0.450265	0.42065	0.547486	0.548692	0.386059	0.66715	0.753086	0.85977	0.687636	0.746863	0.512397	0.447028	0.747559	0.829027	0.721751	0.683311	0.439553	0.413234	0.407407	0.373711	0.247408	0.327815	0.373783	0.401262
0.461434	0.476648	0.33792	0.397281	0.429913	0.431835	0.453316	0.460205	0.0	0.570444	0.53003	0.633226	0.527565	0.439867	0.457349	0.548805	0.451172	0.410811	0.399072	0.465495	0.130553	0.491771	0.369207	0.360346	0.575529	0.472026	0.574756	0.399388	0.466838	0.43863	0.522186	0.494859	0.422694	0.439119	0.438188	0.449295	0.566849	0.409551	0.311248	0.494737	0.522881	0.476574	0.394946	0.432184	0.46648	0.434585	0.42729	0.476487	0.435762	0.454479	0.515219	0.460127	0.429126	0.45013	0.472656	0.415209	0.42299	0.498096	0.466616	0.321811	0.401086	0.455235	0.562597
0.439649	0.435811	0.367962	0.391006	0.405604	0.465245	0.420751	0.424953	0.570444	0.0	0.687343	0.525038	0.683761	0.416667	0.424125	0.545455	0.456709	0.394737	0.36705	0.437984	0.127306	0.490027	0.36566	0.357769	0.541511	0.476843	0.531805	0.402799	0.469667	0.442043	0.513898	0.480769	0.42886	0.441601	0.442548	0.428667	0.623462	0.436146	0.301009	0.525253	0.651565	0.437229	0.348656	0.435019	0.416382	0.437008	0.41581	0.428571	0.426764	0.504195	0.548387	0.45443	0.404762	0.455621	0.470743	0.370149	0.44213	0.486983	0.511886	0.323013	0.373169	0.490551	0.615696
0.431849	0.428958	0.367412	0.411215	0.405369	0.4689	0.423348	0.426658	0.53003	0.687343	0.0	0.529096	0.652872	0.419333	0.419376	0.54823	0.450033	0.395476	0.370743	0.443575	0.130964	0.469657	0.352102	0.344197	0.551515	0.469321	0.547368	0.423688	0.453602	0.42513	0.507443	0.476912	0.418182	0.427451	0.424658	0.436314	0.603589	0.407517	0.289922	0.545166	0.799458	0.415594	0.367509	0.409546	0.40847	0.426606	0.409266	0.416892	0.426658	0.481846	0.543143	0.443384	0.398196	0.436684	0.453595	0.375849	0.404996	0.440627	0.493302	0.318755	0.38558	0.488519	0.61039
0.427898	0.457498	0.356349	0.371494	0.424387	0.411358	0.474385	0.475561	0.633226	0.525038	0.529096	0.0	0.510046	0.455168	0.453333	0.527073	0.451891	0.383424	0.383412	0.487214	0.132394	0.467678	0.357257	0.356913	0.54807	0.45974	0.539326	0.372218	0.457329	0.419481	0.51039	0.456773	0.40481	0.419922	0.420847	0.473208	0.513493	0.410503	0.295632	0.479483	0.514851	0.514176	0.399704	0.370315	0.488792	0.414444	0.439763	0.493581	0.453862	0.418419	0.47167	0.440559	0.439867	0.422654	0.445964	0.425215	0.408055	0.439462	0.454266	0.281736	0.374611	0.440522	0.521505
0.397177	0.408441	0.369155	0.386364	0.382075	0.479441	0.398458	0.401917	0.527565	0.683761	0.652872	0.510046	0.0	0.386968	0.400524	0.532213	0.432	0.346184	0.339535	0.410006	0.136452	0.451827	0.325359	0.317346	0.51435	0.445026	0.505979	0.396166	0.450165	0.412772	0.483452	0.446281	0.390162	0.415069	0.411338	0.411005	0.657759	0.438367	0.316816	0.501575	0.633697	0.401883	0.346182	0.410095	0.385724	0.403947	0.389644	0.392542	0.387633	0.526693	0.581921	0.428755	0.377591	0.41138	0.441507	0.373457	0.397841	0.453005	0.498382	0.32149	0.38	0.475502	0.660393
0.649084	0.667411	0.397874	0.346981	0.686646	0.363071	0.705156	0.707071	0.439867	0.416667	0.419333	0.455168	0.386968	0.0	0.796426	0.581769	0.615599	0.340321	0.332398	0.887188	0.097621	0.661029	0.332849	0.325564	0.469953	0.695157	0.476705	0.31597	0.63042	0.645138	0.628893	0.638068	0.755695	0.64159	0.639263	0.70508	0.381926	0.502579	0.394246	0.456903	0.405567	0.611621	0.545455	0.404011	0.654834	0.6578	0.678003	0.668666	0.787184	0.470423	0.421333	0.649243	0.674436	0.659544	0.674733	0.376587	0.44154	0.396201	0.352037	0.245048	0.338744	0.355601	0.392881
