SORBI_3006G182700	2
SORBI_3002G408900	2
SORBI_3009G110700	2
SORBI_3010G272800	2
SORBI_3004G149600	2
SORBI_3003G376400	2
SORBI_3002G053350	2
SORBI_3006G010800	2
SORBI_3003G096750	2
SORBI_3006G176600	2
SORBI_3002G025400	2
SORBI_3003G393500	2
SORBI_3002G233600	2
SORBI_3002G294300	2
SORBI_3008G153400	2
SORBI_3006G256500	2
SORBI_3008G125000	2
SORBI_3001G445100	2
SORBI_3001G305000	2
SORBI_3008G107100	2
SORBI_3008G178300	2
SORBI_3007G040301	2
SORBI_3006G115600	2
SORBI_3003G428900	2
SORBI_3009G135300	2
SORBI_3002G229300	2
SORBI_3001G145900	2
SORBI_3001G231900	2
SORBI_3002G294000	2
SORBI_3006G174200	2
SORBI_3008G188000	2
SORBI_3001G320500	2
SORBI_3006G053800	2
SORBI_3004G106200	2
SORBI_3008G148300	2
SORBI_3002G389600	2
SORBI_3002G275300	2
SORBI_3005G170200	2
SORBI_3009G024600	2
SORBI_3002G274000	2
SORBI_3006G210500	2
SORBI_3001G154300	2
SORBI_3005G047100	2
SORBI_3002G303700	2
SORBI_3003G141100	2
SORBI_3001G285700	2
SORBI_3001G153000	2
SORBI_3008G150200	2
SORBI_3004G009900	2
SORBI_3004G111200	2
SORBI_3002G294200	2
SORBI_3004G196800	2
SORBI_3007G206800	2
SORBI_3008G089600	2
SORBI_3003G406000	2
SORBI_3005G230100	2
SORBI_3008G107000	2
SORBI_3010G160700	2
SORBI_3001G155300	2
SORBI_3008G026800	2
SORBI_3003G073200	2
SORBI_3001G176300	2
SORBI_3007G220033	2
SORBI_3010G100516	2
SORBI_3007G047200	2
SORBI_3007G012800	2
SORBI_3003G435900	2
SORBI_3004G183900	2
SORBI_3002G263400	2
SORBI_3010G098866	2
SORBI_3006G256600	2
SORBI_3005G014700	2
SORBI_3010G259400	2
SORBI_3006G055000	2
SORBI_3005G188400	2
SORBI_3004G105300	2
SORBI_3005G175800	2
SORBI_3006G245300	2
SORBI_3007G048200	2
SORBI_3010G071000	2
SORBI_3008G038801	2
SORBI_3005G083800	2
SORBI_3004G207000	2
SORBI_3008G167100	2
SORBI_3001G465400	2
SORBI_3002G405300	2
SORBI_3004G260400	2
SORBI_3005G200300	2
SORBI_3006G217900	2
SORBI_3008G027500	2
SORBI_3006G174300	2
SORBI_3001G510400	2
SORBI_3008G122700	2
SORBI_3005G063800	2
SORBI_3005G005700	2
SORBI_3007G096866	2
SORBI_3006G207900	2
SORBI_3006G147700	2
SORBI_3002G145800	2
SORBI_3005G170300	2
SORBI_3008G148900	2
SORBI_3010G214200	2
SORBI_3001G471200	5
SORBI_3010G072000	5
SORBI_3007G197200	5
SORBI_3010G114300	5
SORBI_3005G070400	5
SORBI_3005G216500	5
SORBI_3002G225200	5
SORBI_3010G063300	5
SORBI_3001G534000	5
SORBI_3008G120600	5
SORBI_3005G035900	5
SORBI_3002G162450	5
SORBI_3006G281800	5
SORBI_3002G392900	5
SORBI_3010G144000	5
SORBI_3005G030700	5
SORBI_3003G381700	5
SORBI_3005G186000	5
SORBI_3006G081500	5
SORBI_3009G014700	5
SORBI_3007G147000	5
SORBI_3006G201450	5
SORBI_3002G329500	5
SORBI_3003G340200	5
SORBI_3001G213300	5
SORBI_3003G150400	5
SORBI_3009G018600	5
SORBI_3002G377100	5
SORBI_3008G060900	5
SORBI_3006G108000	5
SORBI_3005G141100	5
SORBI_3001G144400	5
SORBI_3009G125100	5
SORBI_3007G178500	5
SORBI_3001G297600	5
SORBI_3009G187100	5
SORBI_3004G074200	5
SORBI_3004G247400	5
SORBI_3006G279600	5
SORBI_3006G152200	5
SORBI_3002G323500	5
SORBI_3002G159400	5
SORBI_3010G038000	5
SORBI_3006G175800	5
SORBI_3001G264000	5
SORBI_3007G195600	5
SORBI_3002G382950	5
SORBI_3007G041100	5
SORBI_3008G010750	5
SORBI_3001G152800	5
SORBI_3002G064800	5
SORBI_3006G133000	5
SORBI_3002G167300	5
SORBI_3004G037100	5
SORBI_3005G084000	5
SORBI_3006G051000	5
SORBI_3004G073400	5
SORBI_3002G340600	5
SORBI_3007G054200	5
SORBI_3004G224350	5
SORBI_3006G044932	5
SORBI_3001G259200	5
SORBI_3004G087366	5
SORBI_3003G102000	5
SORBI_3007G072600	5
SORBI_3004G138850	5
SORBI_3010G111900	5
SORBI_3004G172500	5
SORBI_3001G544200	5
SORBI_3006G111700	5
SORBI_3009G241801	5
SORBI_3007G077832	5
SORBI_3006G007800	5
SORBI_3006G070298	5
SORBI_3005G208801	5
SORBI_3010G137600	5
SORBI_3003G074600	5
SORBI_3001G077300	5
SORBI_3003G002100	5
SORBI_3009G046700	5
SORBI_3001G305500	5
SORBI_3001G380200	5
SORBI_3002G113700	5
SORBI_3010G177800	5
SORBI_3004G218700	5
SORBI_3009G050700	5
SORBI_3001G189000	5
SORBI_3001G489700	5
SORBI_3006G280200	5
SORBI_3007G035500	5
SORBI_3006G015700	5
SORBI_3006G010500	5
SORBI_3003G267000	5
SORBI_3006G200300	5
SORBI_3001G392000	5
SORBI_3003G141400	5
SORBI_3004G004500	5
SORBI_3009G062500	5
SORBI_3002G307900	5
SORBI_3005G007700	5
SORBI_3006G017000	5
SORBI_3009G061200	5
SORBI_3002G376000	5
SORBI_3003G073380	5
SORBI_3007G075750	5
SORBI_3010G161300	5
SORBI_3010G057400	5
SORBI_3006G112200	5
SORBI_3008G126000	5
SORBI_3009G047200	5
SORBI_3002G155700	5
SORBI_3009G034600	5
SORBI_3002G114200	5
SORBI_3003G239600	5
SORBI_3008G153600	5
SORBI_3001G386400	5
SORBI_3008G184600	5
SORBI_3006G256700	5
SORBI_3006G242300	5
SORBI_3001G143800	5
SORBI_3007G094100	5
SORBI_3009G033300	5
SORBI_3003G174200	5
SORBI_3001G378550	5
SORBI_3009G064300	5
SORBI_3006G043800	5
SORBI_3003G211300	5
SORBI_3003G237000	5
SORBI_3005G193800	5
SORBI_3002G421501	5
SORBI_3010G086300	5
SORBI_3005G013050	5
SORBI_3007G218450	5
SORBI_3008G087300	5
SORBI_3007G122500	5
SORBI_3002G040600	5
SORBI_3006G015400	5
SORBI_3006G082700	5
SORBI_3008G024000	5
SORBI_3006G063001	5
SORBI_3008G091300	5
SORBI_3002G234300	5
SORBI_3006G199601	5
SORBI_3001G379000	5
SORBI_3006G215750	5
SORBI_3007G026500	5
SORBI_3005G020100	5
SORBI_3001G114600	5
SORBI_3003G214400	5
SORBI_3001G330200	5
SORBI_3008G055500	5
SORBI_3001G226300	5
SORBI_3002G333400	5
SORBI_3005G052900	5
SORBI_3001G303100	5
SORBI_3009G121100	5
SORBI_3001G452400	5
SORBI_3002G066350	5
SORBI_3006G204400	5
SORBI_3008G138850	5
SORBI_3004G031800	5
SORBI_3001G232950	5
SORBI_3007G142200	5
SORBI_3001G027800	5
SORBI_3007G060201	5
SORBI_3001G330700	5
SORBI_3003G149400	5
SORBI_3002G225650	5
SORBI_3004G008600	5
SORBI_3003G166001	5
SORBI_3002G155400	5
SORBI_3005G201700	5
SORBI_3007G201100	5
SORBI_3008G189500	5
SORBI_3010G057600	5
SORBI_3007G164050	5
SORBI_3004G091200	5
SORBI_3007G082500	5
SORBI_3006G160000	5
SORBI_3002G314700	5
SORBI_3002G050300	5
SORBI_3001G140950	5
SORBI_3002G340500	5
SORBI_3001G269600	5
SORBI_3007G073800	5
SORBI_3002G236600	5
SORBI_3001G264400	5
SORBI_3001G531000	5
SORBI_3009G047900	5
SORBI_3004G341700	5
SORBI_3006G146000	5
SORBI_3003G265600	5
SORBI_3005G075200	5
SORBI_3002G384600	5
SORBI_3002G081800	5
SORBI_3006G178800	5
SORBI_3001G349000	5
SORBI_3010G029700	5
SORBI_3001G445500	5
SORBI_3005G208700	5
SORBI_3009G046600	5
SORBI_3001G309300	5
SORBI_3004G059800	5
SORBI_3002G297800	5
SORBI_3010G220966	5
SORBI_3003G065800	5
SORBI_3002G391200	5
SORBI_3004G261000	5
SORBI_3009G118600	5
SORBI_3003G223300	5
SORBI_3002G008400	5
SORBI_3004G270200	5
SORBI_3002G083100	5
SORBI_3004G053300	5
